type,name,location,description,tags,image_url
hotel,Farseth,,,,"datasets/project_imgfold/project_images\Farseth\download (1).jpeg,datasets/project_imgfold/project_images\Farseth\download (2).jpeg,datasets/project_imgfold/project_images\Farseth\download (3).jpeg,datasets/project_imgfold/project_images\Farseth\download (4).jpeg,datasets/project_imgfold/project_images\Farseth\download.jpeg"
hotel,Fatepur,,,,"datasets/project_imgfold/project_images\Fatepur\download (1).jpeg,datasets/project_imgfold/project_images\Fatepur\download (2).jpeg,datasets/project_imgfold/project_images\Fatepur\download (3).jpeg,datasets/project_imgfold/project_images\Fatepur\download (4).jpeg,datasets/project_imgfold/project_images\Fatepur\download.jpeg"
hotel,Fikuri,,,,"datasets/project_imgfold/project_images\Fikuri\download (1).jpeg,datasets/project_imgfold/project_images\Fikuri\download (2).jpeg,datasets/project_imgfold/project_images\Fikuri\download (3).jpeg,datasets/project_imgfold/project_images\Fikuri\download (4).jpeg,datasets/project_imgfold/project_images\Fikuri\download.jpeg"
hotel,Fimkof,,,,"datasets/project_imgfold/project_images\Fimkof\download (1).jpeg,datasets/project_imgfold/project_images\Fimkof\download (2).jpeg,datasets/project_imgfold/project_images\Fimkof\download (3).jpeg,datasets/project_imgfold/project_images\Fimkof\download (5).jpeg,datasets/project_imgfold/project_images\Fimkof\download.jpeg"
hotel,Fulakaha,,,,"datasets/project_imgfold/project_images\Fulakaha\download (1).jpeg,datasets/project_imgfold/project_images\Fulakaha\download (2).jpeg,datasets/project_imgfold/project_images\Fulakaha\download (3).jpeg,datasets/project_imgfold/project_images\Fulakaha\download (4).jpeg,datasets/project_imgfold/project_images\Fulakaha\download.jpeg"
hotel,Gadhi Mai Forest Area,,,,"datasets/project_imgfold/project_images\Gadhi Mai Forest Area\Gadhi Mai Forest Area 1.1.jpeg,datasets/project_imgfold/project_images\Gadhi Mai Forest Area\Gadhi Mai Forest Area 1.2.jpeg,datasets/project_imgfold/project_images\Gadhi Mai Forest Area\Gadhi Mai Forest Area 1.3.jpeg,datasets/project_imgfold/project_images\Gadhi Mai Forest Area\Gadhi Mai Forest Area 1.4.jpeg"
hotel,Gaidahawa Lake,,,,"datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.1.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.10.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.2.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.3.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.4.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.5.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.6.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.7.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.8.jpeg,datasets/project_imgfold/project_images\Gaidahawa Lake\Gaidahawa Lake 1.9.jpeg"
hotel,Gairabari,,,,"datasets/project_imgfold/project_images\Gairabari\download (1).jpeg,datasets/project_imgfold/project_images\Gairabari\download (2).jpeg,datasets/project_imgfold/project_images\Gairabari\download (3).jpeg,datasets/project_imgfold/project_images\Gairabari\download (4).jpeg,datasets/project_imgfold/project_images\Gairabari\download.jpeg"
hotel,Gairi Gaun,,,,"datasets/project_imgfold/project_images\Gairi Gaun\download (1).jpeg,datasets/project_imgfold/project_images\Gairi Gaun\download (2).jpeg,datasets/project_imgfold/project_images\Gairi Gaun\download (3).jpeg,datasets/project_imgfold/project_images\Gairi Gaun\download (5).jpeg,datasets/project_imgfold/project_images\Gairi Gaun\download.jpeg"
hotel,Gairi Pangma,,,,"datasets/project_imgfold/project_images\Gairi Pangma\download (1).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (2).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (3).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (4).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (5).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (6).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (7).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (8).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download (9).jpeg,datasets/project_imgfold/project_images\Gairi Pangma\download.jpeg"
hotel,Gaisar,,,,"datasets/project_imgfold/project_images\Gaisar\download (1).jpeg,datasets/project_imgfold/project_images\Gaisar\download (2).jpeg,datasets/project_imgfold/project_images\Gaisar\download (3).jpeg,datasets/project_imgfold/project_images\Gaisar\download (5).jpeg,datasets/project_imgfold/project_images\Gaisar\download.jpeg"
hotel,Gajuri,,,,"datasets/project_imgfold/project_images\Gajuri\download (1).jpeg,datasets/project_imgfold/project_images\Gajuri\download (2).jpeg,datasets/project_imgfold/project_images\Gajuri\download (3).jpeg,datasets/project_imgfold/project_images\Gajuri\download (4).jpeg,datasets/project_imgfold/project_images\Gajuri\download.jpeg"
hotel,Ganeshpur,,,,"datasets/project_imgfold/project_images\Ganeshpur\download (1).jpeg,datasets/project_imgfold/project_images\Ganeshpur\download (2).jpeg,datasets/project_imgfold/project_images\Ganeshpur\download (3).jpeg,datasets/project_imgfold/project_images\Ganeshpur\download (4).jpeg,datasets/project_imgfold/project_images\Ganeshpur\download.jpeg"
hotel,Ganga Jmuna Waterfall,,,,"datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.1.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.10.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.2.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.3.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.4.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.5.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.6.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.7.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.8.jpeg,datasets/project_imgfold/project_images\Ganga Jmuna Waterfall\Ganga Jamuna Waterfall 1.9.jpeg"
hotel,Gangajamuna,,,,"datasets/project_imgfold/project_images\Gangajamuna\download (1).jpeg,datasets/project_imgfold/project_images\Gangajamuna\download (2).jpeg,datasets/project_imgfold/project_images\Gangajamuna\download (3).jpeg,datasets/project_imgfold/project_images\Gangajamuna\download (4).jpeg,datasets/project_imgfold/project_images\Gangajamuna\download.jpeg"
hotel,Gangapur,,,,"datasets/project_imgfold/project_images\Gangapur\download (1).jpeg,datasets/project_imgfold/project_images\Gangapur\download (2).jpeg,datasets/project_imgfold/project_images\Gangapur\download (3).jpeg,datasets/project_imgfold/project_images\Gangapur\download (4).jpeg,datasets/project_imgfold/project_images\Gangapur\download.jpeg,datasets/project_imgfold/project_images\Gangapur\download.png"
hotel,Garden Of Dreams,,,,"datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.1.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.10.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.2.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.3.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.4.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.5.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.6.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.7.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.8.jpeg,datasets/project_imgfold/project_images\Garden Of Dreams\Garden of Dreams 1.9.jpeg"
hotel,Garuda,,,,"datasets/project_imgfold/project_images\Garuda\download (1).jpeg,datasets/project_imgfold/project_images\Garuda\download (2).jpeg,datasets/project_imgfold/project_images\Garuda\download (3).jpeg,datasets/project_imgfold/project_images\Garuda\download (5).jpeg,datasets/project_imgfold/project_images\Garuda\download.jpeg"
hotel,Gathi,,,,"datasets/project_imgfold/project_images\Gathi\download (1).jpeg,datasets/project_imgfold/project_images\Gathi\download (2).jpeg,datasets/project_imgfold/project_images\Gathi\download (3).jpeg,datasets/project_imgfold/project_images\Gathi\download (4).jpeg,datasets/project_imgfold/project_images\Gathi\download.jpeg"
hotel,Gaunkharka,,,,"datasets/project_imgfold/project_images\Gaunkharka\download (1).jpeg,datasets/project_imgfold/project_images\Gaunkharka\download (2).jpeg,datasets/project_imgfold/project_images\Gaunkharka\download (3).jpeg,datasets/project_imgfold/project_images\Gaunkharka\download (4).jpeg,datasets/project_imgfold/project_images\Gaunkharka\download.jpeg"
hotel,Gaur (Rautahat)Heritae SItes,,,,"datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.1.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.10.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.2.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.3.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.4.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.5.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.6.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.7.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.8.jpeg,datasets/project_imgfold/project_images\Gaur (Rautahat)Heritae SItes\Gaur (Rautahat) Heritage Sites 1.9.jpeg"
hotel,Gauriganga River Upper Trek Sites,,,,"datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.1.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.10.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.2.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.3.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.4.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.5.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.6.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.7.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.8.jpeg,datasets/project_imgfold/project_images\Gauriganga River Upper Trek Sites\Gauriganga River Upper Trek Sites 1.9.jpeg"
hotel,Gauriganga Waterfall,,,,"datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.1.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.10.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.2.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.3.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.4.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.5.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.6.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.7.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.8.jpeg,datasets/project_imgfold/project_images\Gauriganga Waterfall\Gauriganga Waterfall 1.9.jpeg"
hotel,Gerkhu,,,,"datasets/project_imgfold/project_images\Gerkhu\download (1).jpeg,datasets/project_imgfold/project_images\Gerkhu\download (2).jpeg,datasets/project_imgfold/project_images\Gerkhu\download (3).jpeg,datasets/project_imgfold/project_images\Gerkhu\download (4).jpeg,datasets/project_imgfold/project_images\Gerkhu\download.jpeg"
hotel,Ghalechowk,,,,"datasets/project_imgfold/project_images\Ghalechowk\download (1).jpeg,datasets/project_imgfold/project_images\Ghalechowk\download (2).jpeg,datasets/project_imgfold/project_images\Ghalechowk\download (3).jpeg,datasets/project_imgfold/project_images\Ghalechowk\download (5).jpeg,datasets/project_imgfold/project_images\Ghalechowk\download.jpeg"
hotel,Ghandruk,,,,"datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.1.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.10.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.2.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.3.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.4.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.5.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.6.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.7.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.8.jpeg,datasets/project_imgfold/project_images\Ghandruk\Ghandruk 1.9.jpeg"
hotel,Ghodaghodi Lesser Village,,,,"datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.1.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.10.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.2.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.3.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.4.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.5.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.6.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.7.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.8.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Lesser Village\Ghodaghodi Lesser Villages 1.9.jpeg"
hotel,Ghodaghodi Tal,,,,"datasets/project_imgfold/project_images\Ghodaghodi Tal\Ghodaghodi Tal 1.1.jpeg,datasets/project_imgfold/project_images\Ghodaghodi Tal\Ghodaghodi Tal 1.2.jpeg"
hotel,Ghorepani-poon Hill,,,,"datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.1.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.10.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.2.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.3.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.4.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.5.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.6.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.7.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.8.jpeg,datasets/project_imgfold/project_images\Ghorepani-poon Hill\Ghorepani-Poon Hill 1.9.jpeg"
hotel,Ghorthali,,,,"datasets/project_imgfold/project_images\Ghorthali\download (1).jpeg,datasets/project_imgfold/project_images\Ghorthali\download (2).jpeg,datasets/project_imgfold/project_images\Ghorthali\download (3).jpeg,datasets/project_imgfold/project_images\Ghorthali\download (5).jpeg,datasets/project_imgfold/project_images\Ghorthali\download.jpeg"
hotel,Ghunsa,,,,"datasets/project_imgfold/project_images\Ghunsa\download (1).jpeg,datasets/project_imgfold/project_images\Ghunsa\download (2).jpeg,datasets/project_imgfold/project_images\Ghunsa\download (3).jpeg,datasets/project_imgfold/project_images\Ghunsa\download (5).jpeg,datasets/project_imgfold/project_images\Ghunsa\download.jpeg"
hotel,Ghunsa & Makalu region,,,,"datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.1.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.10.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.2.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.3.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.4.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.5.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.6.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.7.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.8.jpeg,datasets/project_imgfold/project_images\Ghunsa & Makalu region\Ghunsa and Makalu Region (gateway sites) 1.9.jpeg"
hotel,Ghyampe Danda,,,,"datasets/project_imgfold/project_images\Ghyampe Danda\download (1).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda\download (2).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda\download (3).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda\download (5).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda\download.jpeg"
hotel,Ghyampe Danda Mountain Bike Trails,,,,"datasets/project_imgfold/project_images\Ghyampe Danda Mountain Bike Trails\download (1).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda Mountain Bike Trails\download (2).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda Mountain Bike Trails\download (3).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda Mountain Bike Trails\download (4).jpeg,datasets/project_imgfold/project_images\Ghyampe Danda Mountain Bike Trails\download.jpeg"
hotel,Ghyangphedi,,,,"datasets/project_imgfold/project_images\Ghyangphedi\download (1).jpeg,datasets/project_imgfold/project_images\Ghyangphedi\download (2).jpeg,datasets/project_imgfold/project_images\Ghyangphedi\download (3).jpeg,datasets/project_imgfold/project_images\Ghyangphedi\download (5).jpeg,datasets/project_imgfold/project_images\Ghyangphedi\download.jpeg"
hotel,Gobargada,,,,"datasets/project_imgfold/project_images\Gobargada\download (1).jpeg,datasets/project_imgfold/project_images\Gobargada\download (2).jpeg,datasets/project_imgfold/project_images\Gobargada\download (3).jpeg,datasets/project_imgfold/project_images\Gobargada\download (4).jpeg,datasets/project_imgfold/project_images\Gobargada\download (5).jpeg,datasets/project_imgfold/project_images\Gobargada\download.jpeg"
hotel,Gobghat Bazzar,,,,"datasets/project_imgfold/project_images\Gobghat Bazzar\download (1).jpeg,datasets/project_imgfold/project_images\Gobghat Bazzar\download (2).jpeg,datasets/project_imgfold/project_images\Gobghat Bazzar\download (3).jpeg,datasets/project_imgfold/project_images\Gobghat Bazzar\download (4).jpeg,datasets/project_imgfold/project_images\Gobghat Bazzar\download.jpeg"
hotel,Godawari,,,,"datasets/project_imgfold/project_images\Godawari\download (1).jpeg,datasets/project_imgfold/project_images\Godawari\download (2).jpeg,datasets/project_imgfold/project_images\Godawari\download (3).jpeg,datasets/project_imgfold/project_images\Godawari\download (5).jpeg,datasets/project_imgfold/project_images\Godawari\download.jpeg"
hotel,Gogane,,,,"datasets/project_imgfold/project_images\Gogane\download (1).jpeg,datasets/project_imgfold/project_images\Gogane\download (2).jpeg,datasets/project_imgfold/project_images\Gogane\download.jpeg,datasets/project_imgfold/project_images\Gogane\images (1).jpeg,datasets/project_imgfold/project_images\Gogane\images.jpeg"
hotel,Gokarneshwor,,,,"datasets/project_imgfold/project_images\Gokarneshwor\download (1).jpeg,datasets/project_imgfold/project_images\Gokarneshwor\download (2).jpeg,datasets/project_imgfold/project_images\Gokarneshwor\download (3).jpeg,datasets/project_imgfold/project_images\Gokarneshwor\download (5).jpeg,datasets/project_imgfold/project_images\Gokarneshwor\download.jpeg"
hotel,Gokarneshwor Temple,,,,"datasets/project_imgfold/project_images\Gokarneshwor Temple\download (1).jpeg,datasets/project_imgfold/project_images\Gokarneshwor Temple\download (2).jpeg,datasets/project_imgfold/project_images\Gokarneshwor Temple\download (3).jpeg,datasets/project_imgfold/project_images\Gokarneshwor Temple\download (4).jpeg,datasets/project_imgfold/project_images\Gokarneshwor Temple\download.jpeg"
hotel,Gokyo Lake,,,,"datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.1.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.1o.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.2.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.3.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.4.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.5.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.6.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.7.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.8.jpeg,datasets/project_imgfold/project_images\Gokyo Lake\Gokyo Lakes 1.9.jpeg"
hotel,Golabhanjyang,,,,"datasets/project_imgfold/project_images\Golabhanjyang\download (1).jpeg,datasets/project_imgfold/project_images\Golabhanjyang\download (2).jpeg,datasets/project_imgfold/project_images\Golabhanjyang\download (3).jpeg,datasets/project_imgfold/project_images\Golabhanjyang\download (4).jpeg,datasets/project_imgfold/project_images\Golabhanjyang\download.jpeg"
hotel,Golche,,,,"datasets/project_imgfold/project_images\Golche\download (1).jpeg,datasets/project_imgfold/project_images\Golche\download (2).jpeg,datasets/project_imgfold/project_images\Golche\download (3).jpeg,datasets/project_imgfold/project_images\Golche\download (5).jpeg,datasets/project_imgfold/project_images\Golche\download.jpeg"
hotel,Goltakuri,,,,"datasets/project_imgfold/project_images\Goltakuri\download.jpeg,datasets/project_imgfold/project_images\Goltakuri\images (1).jpeg,datasets/project_imgfold/project_images\Goltakuri\images (2).jpeg,datasets/project_imgfold/project_images\Goltakuri\images (3).jpeg,datasets/project_imgfold/project_images\Goltakuri\images.jpeg"
hotel,Gorja,,,,"datasets/project_imgfold/project_images\Gorja\download (1).jpeg,datasets/project_imgfold/project_images\Gorja\download (10).jpeg,datasets/project_imgfold/project_images\Gorja\download (2).jpeg,datasets/project_imgfold/project_images\Gorja\download.jpeg,datasets/project_imgfold/project_images\Gorja\images (1).jpeg,datasets/project_imgfold/project_images\Gorja\images (2).jpeg,datasets/project_imgfold/project_images\Gorja\images (3).jpeg,datasets/project_imgfold/project_images\Gorja\images (4).jpeg,datasets/project_imgfold/project_images\Gorja\images (5).jpeg,datasets/project_imgfold/project_images\Gorja\images (6).jpeg,datasets/project_imgfold/project_images\Gorja\images.jpeg"
hotel,Gorkha,,,,"datasets/project_imgfold/project_images\Gorkha\Gorkha 1.1.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.10.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.2.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.3.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.4.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.5.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.6.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.7.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.8.jpeg,datasets/project_imgfold/project_images\Gorkha\Gorkha 1.9.jpeg"
hotel,Gorkha Durbar,,,,"datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.1.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.10.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.2.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.3.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.4.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.5.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.6.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.7.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.8.jpeg,datasets/project_imgfold/project_images\Gorkha Durbar\Gorkha Durbar 1.9.jpeg"
hotel,Gorkhe,,,,"datasets/project_imgfold/project_images\Gorkhe\download (1).jpeg,datasets/project_imgfold/project_images\Gorkhe\download (2).jpeg,datasets/project_imgfold/project_images\Gorkhe\download (3).jpeg,datasets/project_imgfold/project_images\Gorkhe\download (4).jpeg,datasets/project_imgfold/project_images\Gorkhe\download.jpeg"
hotel,Gorpang,,,,"datasets/project_imgfold/project_images\Gorpang\download (1).jpeg,datasets/project_imgfold/project_images\Gorpang\download (2).jpeg,datasets/project_imgfold/project_images\Gorpang\download (3).jpeg,datasets/project_imgfold/project_images\Gorpang\download (5).jpeg,datasets/project_imgfold/project_images\Gorpang\download.jpeg"
hotel,Gorsyang,,,,"datasets/project_imgfold/project_images\Gorsyang\download (1).jpeg,datasets/project_imgfold/project_images\Gorsyang\download (2).jpeg,datasets/project_imgfold/project_images\Gorsyang\download (3).jpeg,datasets/project_imgfold/project_images\Gorsyang\download (4).jpeg,datasets/project_imgfold/project_images\Gorsyang\download.jpeg"
